37.238968	126.772981	-0.555754
37.238972	126.772984	-0.555754
37.238976	126.772986	-0.555754
37.238980	126.772989	-0.555754
37.238984	126.772992	-0.555754
37.238988	126.772994	-0.555754
37.238992	126.772997	-0.555754
37.238996	126.773000	-0.555754
37.239000	126.773003	-0.555754
37.239004	126.773005	-0.555754
37.239008	126.773008	-0.555754
37.239012	126.773011	-0.555754
37.239016	126.773014	-0.555754
37.239020	126.773016	-0.555754
37.239024	126.773019	-0.555754
37.239028	126.773022	-0.555754
37.239032	126.773024	-0.555754
37.239035	126.773027	-0.555754
37.239039	126.773030	-0.555754
37.239043	126.773032	-0.555754
37.239047	126.773035	-0.555754
37.239051	126.773038	-0.555754
37.239055	126.773040	-0.555754
37.239059	126.773043	-0.555754
37.239063	126.773046	-0.555754
37.239067	126.773048	-0.555754
37.239071	126.773051	-0.555754
37.239075	126.773054	-0.555754
37.239079	126.773056	-0.555754
37.239083	126.773059	-0.555754
37.239087	126.773062	-0.555754
37.239091	126.773064	-0.555754
37.239095	126.773067	-0.555754
37.239099	126.773070	-0.555754
37.239103	126.773072	-0.555754
37.239107	126.773075	-0.555754
37.239111	126.773078	-0.555754
37.239115	126.773080	-0.555754
37.239119	126.773083	-0.555754
37.239123	126.773086	-0.555754
37.239127	126.773088	-0.555754
37.239131	126.773091	-0.555754
37.239135	126.773093	-0.555754
37.239139	126.773096	-0.555754
37.239142	126.773098	-0.555754
37.239146	126.773101	-0.555754
37.239150	126.773104	-0.555754
37.239155	126.773107	-0.555754
37.239158	126.773109	-0.555754
37.239162	126.773112	-0.555754
37.239166	126.773115	-0.555754
37.239170	126.773118	-0.555754
37.239174	126.773120	-0.555754
37.239178	126.773123	-0.555754
37.239182	126.773125	-0.555754
37.239186	126.773128	-0.555754
37.239190	126.773131	-0.555754
37.239194	126.773134	-0.555754
37.239198	126.773136	-0.555754
37.239202	126.773139	-0.555754
37.239206	126.773142	-0.555754
37.239210	126.773144	-0.555754
37.239214	126.773147	-0.555754
37.239218	126.773150	-0.555754
37.239222	126.773152	-0.555754
37.239226	126.773155	-0.555754
37.239230	126.773158	-0.555754
37.239234	126.773161	-0.555754
37.239238	126.773163	-0.555754
37.239242	126.773166	-0.555754
37.239246	126.773169	-0.555754
37.239250	126.773171	-0.555754
37.239254	126.773174	-0.555754
37.239258	126.773177	-0.555754
37.239262	126.773179	-0.555754
37.239266	126.773182	-0.555754
37.239270	126.773185	-0.555754
37.239274	126.773188	-0.555754
37.239278	126.773190	-0.555754
37.239282	126.773193	-0.555754
37.239285	126.773195	-0.555754
37.239289	126.773197	-0.555754
37.239293	126.773200	-0.555754
37.239298	126.773203	-0.555754
37.239301	126.773205	-0.555754
37.239305	126.773208	-0.555754
37.239309	126.773210	-0.555754
37.239314	126.773213	-0.555754
37.239317	126.773215	-0.555754
37.239321	126.773218	-0.555754
37.239325	126.773221	-0.555754
37.239330	126.773223	-0.555754
37.239334	126.773226	-0.555754
37.239338	126.773228	-0.555754
37.239342	126.773231	-0.555754
37.239346	126.773233	-0.555754
37.239350	126.773236	-0.555754
37.239354	126.773239	-0.555754
37.239358	126.773241	-0.555754
37.239362	126.773244	-0.555754
37.239366	126.773246	-0.555754
37.239370	126.773249	-0.555754
37.239374	126.773251	-0.555754
37.239378	126.773254	-0.555754
37.239382	126.773257	-0.555754
37.239386	126.773259	-0.555754
37.239390	126.773262	-0.555754
37.239394	126.773264	-0.555754
37.239398	126.773267	-0.555754
37.239402	126.773269	-0.555754
37.239406	126.773272	-0.555754
37.239411	126.773275	-0.555754
37.239414	126.773277	-0.555754
37.239419	126.773280	-0.555754
37.239421	126.773282	-0.555754
37.239426	126.773284	-0.555754
37.239430	126.773287	-0.555754
37.239434	126.773290	-0.555754
37.239438	126.773292	-0.555754
37.239442	126.773295	-0.555754
37.239446	126.773297	-0.555754
37.239450	126.773300	-0.555754
37.239454	126.773303	-0.555754
37.239458	126.773305	-0.555754
37.239462	126.773308	-0.555754
37.239466	126.773310	-0.555754
37.239470	126.773313	-0.555754
37.239474	126.773315	-0.555754
37.239478	126.773318	-0.555754
37.239482	126.773321	-0.555754
37.239486	126.773323	-0.555754
37.239490	126.773326	-0.555754
37.239494	126.773328	-0.555754
37.239498	126.773331	-0.555754
37.239503	126.773334	-0.555754
37.239506	126.773336	-0.555754
37.239510	126.773339	-0.555754
37.239515	126.773341	-0.555754
37.239519	126.773344	-0.555754
37.239522	126.773346	-0.555754
37.239526	126.773349	-0.555754
37.239530	126.773351	-0.555754
37.239534	126.773354	-0.555754
37.239538	126.773357	-0.555754
37.239542	126.773359	-0.555754
37.239546	126.773362	-0.555754
37.239550	126.773365	-0.555754
37.239554	126.773367	-0.555754
37.239558	126.773370	-0.555754
37.239562	126.773373	-0.555754
37.239566	126.773375	-0.555754
37.239570	126.773378	-0.555754
37.239574	126.773381	-0.555754
37.239578	126.773383	-0.555754
37.239582	126.773386	-0.555754
37.239586	126.773388	-0.555754
37.239590	126.773391	-0.555754
37.239594	126.773394	-0.555754
37.239598	126.773396	-0.555754
37.239602	126.773399	-0.555754
37.239606	126.773402	-0.555754
37.239610	126.773404	-0.555754
37.239614	126.773407	-0.555754
37.239618	126.773410	-0.555754
37.239622	126.773412	-0.555754
37.239626	126.773414	-0.555754
37.239630	126.773416	-0.555754
37.239634	126.773419	-0.555754
37.239638	126.773421	-0.555754
37.239642	126.773423	-0.555754
37.239647	126.773426	-0.555754
37.239651	126.773428	-0.555754
37.239655	126.773430	-0.555754
37.239659	126.773433	-0.555754
37.239663	126.773435	-0.555754
37.239667	126.773436	-0.555754
37.239672	126.773437	-0.555754
37.239676	126.773439	-0.555754
37.239681	126.773440	-0.555754
37.239685	126.773441	-0.555754
37.239689	126.773443	-0.555754
37.239694	126.773444	-0.555754
37.239698	126.773445	-0.555754
37.239703	126.773446	-0.555754
37.239707	126.773447	-0.555754
37.239711	126.773448	-0.555754
