3.723941333333333148e+01,1.267732799999999997e+02
3.723941333333333148e+01,1.267732816666666764e+02
3.723941333333333148e+01,1.267732816666666764e+02
3.723941500000000104e+01,1.267732816666666764e+02
3.723941500000000104e+01,1.267732833333333531e+02
3.723941500000000104e+01,1.267732833333333531e+02
3.723941666666666350e+01,1.267732850000000013e+02
3.723941666666666350e+01,1.267732850000000013e+02
3.723941666666666350e+01,1.267732850000000013e+02
3.723941666666666350e+01,1.267732866666666780e+02
3.723941666666666350e+01,1.267732866666666780e+02
3.723941833333333307e+01,1.267732883333333405e+02
3.723941833333333307e+01,1.267732900000000029e+02
3.723941833333333307e+01,1.267732916666666512e+02
3.723942000000000263e+01,1.267732933333333420e+02
3.723942000000000263e+01,1.267732933333333420e+02
3.723942000000000263e+01,1.267732949999999903e+02
3.723942000000000263e+01,1.267732966666666812e+02
3.723942000000000263e+01,1.267732983333333294e+02
3.723942000000000263e+01,1.267732999999999919e+02
3.723942000000000263e+01,1.267733016666666828e+02
3.723942000000000263e+01,1.267733033333333310e+02
3.723942000000000263e+01,1.267733050000000077e+02
3.723942000000000263e+01,1.267733083333333326e+02
3.723942000000000263e+01,1.267733100000000093e+02
3.723942000000000263e+01,1.267733133333333484e+02
3.723942000000000263e+01,1.267733149999999966e+02
3.723942000000000263e+01,1.267733183333333358e+02
3.723942166666666509e+01,1.267733199999999982e+02
3.723942166666666509e+01,1.267733216666666465e+02
3.723942166666666509e+01,1.267733249999999714e+02
3.723942166666666509e+01,1.267733266666666907e+02
3.723942166666666509e+01,1.267733299999999730e+02
3.723942166666666509e+01,1.267733316666666923e+02
3.723942166666666509e+01,1.267733350000000172e+02
3.723942166666666509e+01,1.267733366666666655e+02
3.723942166666666509e+01,1.267733383333333279e+02
3.723942333333333465e+01,1.267733400000000046e+02
3.723942333333333465e+01,1.267733416666666670e+02
3.723942333333333465e+01,1.267733433333333295e+02
3.723942333333333465e+01,1.267733466666666544e+02
3.723942333333333465e+01,1.267733499999999793e+02
3.723942333333333465e+01,1.267733516666666560e+02
3.723942333333333465e+01,1.267733549999999809e+02
3.723942333333333465e+01,1.267733566666666718e+02
3.723942333333333465e+01,1.267733599999999825e+02
3.723942333333333465e+01,1.267733616666666734e+02
3.723942499999999711e+01,1.267733633333333216e+02
3.723942499999999711e+01,1.267733633333333216e+02
