4.096337299999999814e+06,1.125746800400000066e+07
4.096337299999999814e+06,1.125746800400000066e+07
4.096337299999999814e+06,1.125746800400000066e+07
4.096337483333332930e+06,1.125746815200000070e+07
4.096337483333332930e+06,1.125746815200000070e+07
4.096337666666666511e+06,1.125746829999999888e+07
4.096337666666666511e+06,1.125746829999999888e+07
4.096337666666666511e+06,1.125746829999999888e+07
4.096337850000000093e+06,1.125746844800000079e+07
4.096337850000000093e+06,1.125746859599999897e+07
4.096338033333332743e+06,1.125746874400000088e+07
4.096338033333332743e+06,1.125746889199999906e+07
4.096338216666666325e+06,1.125746903999999911e+07
4.096338216666666325e+06,1.125746903999999911e+07
4.096338399999999441e+06,1.125746918800000101e+07
4.096338399999999441e+06,1.125746933599999920e+07
4.096338399999999441e+06,1.125746948400000110e+07
4.096338583333333954e+06,1.125746963200000115e+07
4.096338583333333954e+06,1.125746963200000115e+07
4.096338583333333954e+06,1.125746992800000124e+07
4.096338583333333954e+06,1.125747007599999942e+07
4.096338766666666605e+06,1.125747022400000133e+07
4.096338766666666605e+06,1.125747051999999955e+07
4.096338766666666605e+06,1.125747066799999960e+07
4.096338766666666605e+06,1.125747081599999964e+07
4.096338766666666605e+06,1.125747096399999782e+07
4.096338766666666605e+06,1.125747111199999973e+07
4.096338766666666605e+06,1.125747140800000168e+07
4.096338950000000186e+06,1.125747170399999805e+07
4.096338950000000186e+06,1.125747185200000182e+07
4.096338950000000186e+06,1.125747200000000000e+07
4.096338950000000186e+06,1.125747214800000191e+07
4.096338950000000186e+06,1.125747229600000009e+07
4.096338950000000186e+06,1.125747244400000013e+07
4.096338950000000186e+06,1.125747274000000022e+07
4.096338950000000186e+06,1.125747303600000031e+07
4.096338950000000186e+06,1.125747318399999849e+07
4.096339133333333302e+06,1.125747333200000040e+07
4.096339133333333302e+06,1.125747362799999863e+07
4.096339133333333302e+06,1.125747377600000054e+07
4.096339133333333302e+06,1.125747392399999872e+07
4.096339133333333302e+06,1.125747407200000063e+07
4.096339133333333302e+06,1.125747436799999885e+07
4.096339133333333302e+06,1.125747451600000076e+07
4.096339133333333302e+06,1.125747466399999894e+07
4.096339133333333302e+06,1.125747481200000085e+07
4.096339133333333302e+06,1.125747495999999903e+07
4.096339316666666884e+06,1.125747525600000098e+07
4.096339316666666884e+06,1.125747540399999917e+07
4.096339316666666884e+06,1.125747569999999925e+07
4.096339316666666884e+06,1.125747584799999930e+07
4.096339316666666884e+06,1.125747599600000121e+07
