3.723938166666666660e+01,1.267732633333333325e+02
3.723938166666666660e+01,1.267732633333333325e+02
3.723938166666666660e+01,1.267732633333333325e+02
3.723938333333332906e+01,1.267732633333333325e+02
3.723938499999999863e+01,1.267732649999999950e+02
3.723938666666666109e+01,1.267732649999999950e+02
3.723938666666666109e+01,1.267732666666666717e+02
3.723938833333333065e+01,1.267732666666666717e+02
3.723938833333333065e+01,1.267732683333333341e+02
3.723939000000000021e+01,1.267732683333333341e+02
3.723939000000000021e+01,1.267732699999999824e+02
3.723939166666666267e+01,1.267732716666666732e+02
3.723939166666666267e+01,1.267732733333333215e+02
3.723939333333333224e+01,1.267732749999999982e+02
3.723939333333333224e+01,1.267732749999999982e+02
3.723939333333333224e+01,1.267732766666666748e+02
3.723939499999999470e+01,1.267732783333333231e+02
3.723939499999999470e+01,1.267732799999999997e+02
3.723939499999999470e+01,1.267732816666666764e+02
3.723939499999999470e+01,1.267732833333333531e+02
3.723939499999999470e+01,1.267732850000000013e+02
3.723939499999999470e+01,1.267732866666666780e+02
3.723939666666667136e+01,1.267732900000000029e+02
3.723939666666667136e+01,1.267732916666666512e+02
3.723939666666667136e+01,1.267732933333333420e+02
3.723939666666667136e+01,1.267732949999999903e+02
3.723939666666667136e+01,1.267732966666666812e+02
3.723939666666667136e+01,1.267732999999999919e+02
3.723939666666667136e+01,1.267733016666666828e+02
3.723939666666667136e+01,1.267733050000000077e+02
3.723939666666667136e+01,1.267733066666666844e+02
3.723939666666667136e+01,1.267733100000000093e+02
3.723939833333333382e+01,1.267733133333333484e+02
3.723939833333333382e+01,1.267733166666666591e+02
3.723939833333333382e+01,1.267733183333333358e+02
3.723939833333333382e+01,1.267733199999999982e+02
3.723939833333333382e+01,1.267733216666666465e+02
3.723939833333333382e+01,1.267733249999999714e+02
3.723939833333333382e+01,1.267733266666666907e+02
3.723939833333333382e+01,1.267733283333333247e+02
3.723940000000000339e+01,1.267733316666666923e+02
3.723940000000000339e+01,1.267733350000000172e+02
3.723940000000000339e+01,1.267733366666666655e+02
3.723940000000000339e+01,1.267733400000000046e+02
3.723940000000000339e+01,1.267733416666666670e+02
3.723940000000000339e+01,1.267733433333333295e+02
3.723940000000000339e+01,1.267733450000000062e+02
3.723940000000000339e+01,1.267733450000000062e+02
