3.723936000000000490e+01,1.267732466666666653e+02
3.723936000000000490e+01,1.267732466666666653e+02
3.723936000000000490e+01,1.267732466666666653e+02
3.723936000000000490e+01,1.267732466666666653e+02
3.723936166666666736e+01,1.267732483333333278e+02
3.723936333333333693e+01,1.267732483333333278e+02
3.723936499999999938e+01,1.267732499999999902e+02
3.723936666666666895e+01,1.267732516666666669e+02
3.723936666666666895e+01,1.267732533333333578e+02
3.723936833333333141e+01,1.267732549999999918e+02
3.723936833333333141e+01,1.267732549999999918e+02
3.723937000000000097e+01,1.267732566666666685e+02
3.723937000000000097e+01,1.267732583333333594e+02
3.723937166666666343e+01,1.267732599999999934e+02
3.723937166666666343e+01,1.267732616666666701e+02
3.723937166666666343e+01,1.267732633333333325e+02
3.723937333333333299e+01,1.267732649999999950e+02
3.723937333333333299e+01,1.267732649999999950e+02
3.723937333333333299e+01,1.267732666666666717e+02
3.723937333333333299e+01,1.267732683333333341e+02
3.723937333333333299e+01,1.267732699999999824e+02
3.723937333333333299e+01,1.267732716666666732e+02
3.723937333333333299e+01,1.267732733333333215e+02
3.723937333333333299e+01,1.267732766666666748e+02
3.723937333333333299e+01,1.267732783333333231e+02
3.723937333333333299e+01,1.267732816666666764e+02
3.723937333333333299e+01,1.267732833333333531e+02
3.723937333333333299e+01,1.267732850000000013e+02
3.723937333333333299e+01,1.267732883333333405e+02
3.723937333333333299e+01,1.267732900000000029e+02
3.723937333333333299e+01,1.267732916666666512e+02
3.723937333333333299e+01,1.267732933333333420e+02
3.723937500000000256e+01,1.267732949999999903e+02
3.723937500000000256e+01,1.267732983333333294e+02
3.723937500000000256e+01,1.267732999999999919e+02
3.723937500000000256e+01,1.267733016666666828e+02
3.723937500000000256e+01,1.267733033333333310e+02
3.723937500000000256e+01,1.267733050000000077e+02
3.723937500000000256e+01,1.267733066666666844e+02
3.723937500000000256e+01,1.267733083333333326e+02
3.723937500000000256e+01,1.267733100000000093e+02
3.723937500000000256e+01,1.267733116666666575e+02
3.723937500000000256e+01,1.267733133333333484e+02
3.723937500000000256e+01,1.267733149999999966e+02
3.723937500000000256e+01,1.267733166666666591e+02
3.723937500000000256e+01,1.267733183333333358e+02
3.723937500000000256e+01,1.267733199999999982e+02
3.723937500000000256e+01,1.267733233333333374e+02
3.723937666666666502e+01,1.267733249999999714e+02
3.723937666666666502e+01,1.267733266666666907e+02
3.723937666666666502e+01,1.267733283333333247e+02
3.723937666666666502e+01,1.267733299999999730e+02
3.723937666666666502e+01,1.267733316666666923e+02
3.723937666666666502e+01,1.267733333333333263e+02
3.723937666666666502e+01,1.267733333333333263e+02
